Rating,Review Date,Employee,Description
5.0,"Mar 29, 2016","Current  Senior program manager  in Seattle, Washington State",[' Best is the work flexibility you have in the company!!']
5.0,"Mar 29, 2016","Current  Employee  in Dallas, Texas",[' Pros: awesome benefits Cons: no cons']
5.0,"Mar 28, 2016","Current  Program Manager  in Redmond, Washington State","[' Great health benefits! If you live next to Pro club, it is a great option for complimentary gym membership!']"
5.0,"Mar 28, 2016","Former  Sales Support  in Dallas, Texas","[' Health insurance, flexibility of work/life balance, support of working moms']"
4.0,"Mar 30, 2016","Former  Senior IT Service Engineer  in Redmond, Washington State",[' Benefits are great with the exception of decreasing company portion of medical. It is a great company to work for.']
4.0,"Mar 28, 2016","Former  Employee  in Redmond, Washington State","[' Very good benefits, includes discounts on products and fitness clubs']"
2.0,"Mar 26, 2016","Current  Senior Scientist  in Redmond, Washington State","[' Worst: comparatively nothing, compared to Google and Facebook']"
3.0,"Mar 26, 2016","Former  Employee  in Bellingham, Washington State",[' They care about their employees and provide a productive environment. The surrounding campus is beautiful. The benefits package made me fell comfortable.']
5.0,"Mar 25, 2016","Current  Employee  in Redmond, Washington State","[' I like that time off, health insurance (especially 24 hour health line and on campus clinic) and generous 401k matching are one of the best in industry.']"
5.0,"Mar 24, 2016","Former  Associate Consultant  in Issaquah, Washington State","[' They had amazing health benefits, and also a solid 401K where they matched your contributions up to a certain amount. They also provided a fitness benefit of $800 per year which could go to a gym membership. Time off was accumulated, but reasonable. They also were great about military leave for the most part.']"
5.0,"Mar 23, 2016","Current  Employee  in Fargo, North Dakota","["" it's all amazing. I love working here""]"
5.0,"Mar 23, 2016","Current  Employee  in Redmond, Washington State","[' Probably still the best in tech, before ACA the healthcare was out of this world. Obviously changes with ACA but they have done the best they can to keep it a best in class offering.']"
5.0,"Mar 22, 2016","Former  Employee  in Redmond, Washington State",[' Some of the best in the tech industry. Paid paternity and maternity leave. Equity is a big portion. Max of 401k matching. Excellent health care.']
5.0,"Mar 22, 2016","Current  Assistant Specialty Store Manager  in Washington, District of Columbia","[' All full-time employees in retail have the same benefits. Part-time is only missing a couple components, and otherwise has the same benefits.']"
4.0,"Mar 24, 2016","Current  Software engineer  in Bellevue, Washington State",[' best thing: Fitness reimbursement program worst thing: not very good discounts']
4.0,"Mar 23, 2016","Current  Principal Engineering Manager  in Redmond, Washington State","[' Company generally pretty OK with taking adhoc time off, which could be very helpful for parents of children with special needs.']"
3.0,"Mar 21, 2016","Former  Employee  in Redmond, Washington State",[' Very Good Benefits. Very considerate benefits package. Also included is many training courses available at the Campus for newcomers and discounts at their Microsoft stores']
1.0,"Mar 21, 2016","Current  Employee  in Durham, North Carolina","[' Best thing is the holiday is long, bad thing is the base salary is low']"
5.0,"Mar 20, 2016","Current  Engineer  in Redmond, Washington State","[' Very good Medical and dental plan. On the disadvantage side, fitness programs are very limited.']"
5.0,"Mar 20, 2016","Former  Employee  in Redmond, Washington State","[' ESPP is great, 401k matching, good health insurance']"
5.0,"Mar 17, 2016","Current  Employee  in Redmond, Washington State",[' Best = Health insurance. Worst = work life balance']
5.0,"Mar 16, 2016","Current  Principal Program Manager  in Redmond, Washington State","[' Medical coverage for disabled children, regardless of age has been wonderful']"
5.0,"Mar 16, 2016","Current  Systems Engineer  in Redmond, Washington State",[' i am not sure as we are working as contracts for this position but i definitely sure about full timers get all of those benefits.']
5.0,"Mar 16, 2016","Current  Senior Applied Scientist  in Sunnyvale, California",[' Best: Great long term benefits. Cons: nothing']
4.0,"Mar 20, 2016","Current  Software Engineer  in Redmond, Washington State","[' 401K, 3 weeks of vacation, floating holidays, sick leave, company holidays']"
4.0,"Mar 19, 2016","Current  Employee  in Boston, Massachusetts",[' Great healthcare package including vision and dental. Poor discount on products and services.']
4.0,"Mar 16, 2016","Current  SDE-2  in Redmond, Washington State","[' Overall, good benefits. 50% 401K match up to IRA limit. Good health benefit with company contribution to pay for deductibles. Annual performance cash bonus and stock bonus. No free lunch yet.']"
4.0,"Mar 16, 2016","Former  Employee  in Redmond, Washington State","["" Great benefits, it's a shame they are scaling back with shared costs for medical.""]"
5.0,"Mar 15, 2016","Current  Operations Program Manager  in Fort Lauderdale, Florida",[' Best: ability to work from home Worst: nothing regarding benefits']
5.0,"Mar 08, 2016","Former  Employee  in Seattle, Washington State","["" Although health insurance isn't free anymore, the deductible is reasonable and they have been contributing over half of it for the last couple of years.""]"
5.0,"Mar 11, 2016","Current  Software Engineering  in Seattle, Washington State","[' The best thing about benefits is Health package, almost no company beats Microsoft health benefits.']"
5.0,"Mar 11, 2016","Former  Employee  in Redmond, Washington State","[' Best: Vacation time, Maternity and paternity time off, Fertility assistance, Stock purchase program at discount, 401K and Charitable $ and volunteer hours matching, Medical/Dental benefits, 24 hour nurse healthline, partial chiro coverage and more. Central easy to use website for managing spend. Worst: You have to manage it all yourself these days using a new web site (fairly easy but a pain to track spend against your deductible and HSA max), your HSA card, etc. For Vision, you prepay (using HSA hopefully) and submit for reimbursement.']"
5.0,"Mar 11, 2016","Current  Employee  in Redmond, Washington State",[' The health benefits package is very comprehensive and is comparable or better than most other large tech companies. The company also matches 401K contributions up to a certain amount.']
5.0,"Mar 09, 2016","Current  Employee  in Redmond, Washington State",[' Good 401 k match']
5.0,"Mar 09, 2016","Current  Employee  in Bellevue, Washington State","[' great health care benefits, maternity benefits have been improved as well']"
4.0,"Mar 15, 2016","Former  Intern  in New York, New York State",[' Everything. It is just a very welcoming and relaxed workplace.']
4.0,"Mar 11, 2016","Current  Principle PM  in Redmond, Washington State","[' Health insurance used to be better , latest changes force employees to chip in 401k is great with company participating and contributing']"
4.0,"Mar 08, 2016","Current  Employee  in Redmond, Washington State",[' Lots of benefits. Health insurance used to be fully covered but not since 3yrs. 401 k match has improved and additional holidays is a big perk. Takes good care of its employees.']
5.0,"Mar 07, 2016","Former  Employee  in Redmond, Washington State",[' Variety of offerings that fit for all employees. From the fitness package to the medical insurance to the flexible work schedule. Microsoft has done their research to truly find the right combination and enable employees to take full advantage of benefits through technology.']
5.0,"Mar 06, 2016","Former  Employee  in Sunnyvale, California",[' Great health insurance. nice bonus with bonus and cash. Recently they raised the cap for the 401k match.']
5.0,"Mar 06, 2016","Former  Employee  in Seattle, Washington State",[' Includes pretty much everything you can think of. Except for Physical Therapy.']
4.0,"Mar 06, 2016","Current  Senior Business Program Manager  in Redmond, Washington State",[' Health Insurance Longer vesting period for stocks Yearly bonus instead of quarterly bonus']
4.0,"Mar 08, 2016","Former  Senior Strategy Manager  in Redmond, Washington State",[' Pay is competitive relative to other tech firms in Seattle.']
4.0,"Mar 07, 2016","Former  Product Advisor  in Costa Mesa, California","["" For a retail worker, the benefits are phenomenal. Can't speak for now.""]"
4.0,"Mar 06, 2016","Current  Senior Software Engineer  in Redmond, Washington State","[' In average the benefits package is pretty good. Similar companies are offering better benefits, though. The somewhat recent change in the healthcare benefits made them worse, but a more recent change increased the parental leave which was very nice.']"
4.0,"Mar 06, 2016","Current  Software Engineer  in Redmond, Washington State","[' Nothing bad. health insurance, 401k, vacation, and time off are all industry standard']"
4.0,"Mar 06, 2016","Current  Principal Software Development Manager  in Redmond, Washington State",[' Decent benefits given the technology landscape and other companies in the neighborhood.']
4.0,"Mar 04, 2016","Current  Employee  in Redmond, Washington State","[' Great health insurance, although was better in the past...now there is a pretty substantial co-pay, great vacation time and holidays, software discounts']"
5.0,"Mar 03, 2016","Current  Software Developer 2  in Redmond, Washington State","["" There's good health coverage with two options, an HMO option that has copays, and a high deductible plan. MS contributes toward the high deductible plans via HSA, keeping out of pocket relatively low.""]"
5.0,"Mar 04, 2016","Former  Employee  in Newark, Delaware","[' Discounts on many different things, 401k, health benefits, etc.']"
5.0,"Mar 04, 2016","Current  Employee  in Houston, Texas","["" The deductible is rather high if you're a somewhat healthy person.""]"
5.0,"Mar 01, 2016","Former  Employee  in Bellevue, Washington State","[' The health benefit plan is very good, if not the best']"
5.0,"Feb 28, 2016","Former  Program Manager  in Redmond, Washington State","[' Great coverage HSA plan, company contributes a lot to the HSA covering a lot of the deductible.']"
5.0,"Feb 25, 2016","Current  Regional Manager  in Redmond, Washington State",[' They just added additional holidays which is a great additional benefit. The StayFit program is a great way to get your gym paid for or take $800 to purchase fitness memberships and equipment on your own.']
5.0,"Feb 25, 2016","Former  Employee  in Redmond, Washington State",[' Best family plan medical coverage. None much negatives found.']
4.0,"Feb 29, 2016","Current  Senior Software Developer Engineer  in Redmond, Washington State","[' very good coverage for health insurance, 401k and vacation days']"
2.0,"Feb 29, 2016","Current  Software Engineer  in Cambridge, Massachusetts",[' Health insurance took a huge cut 3 years ago. Parental leave partly compensated for it.']
4.0,"Feb 25, 2016","Former  Employee  in Redmond, Washington State","[' Solid healthcare, excellent gym membership, outdoor fields and more on campus']"
5.0,"Feb 23, 2016","Former  Product Advisor  in Austin, Texas",[' Great tuition reimbursement and health benefits.']
5.0,"Feb 25, 2016","Current  Premier Field Engineer  in Washington, District of Columbia",[' Infant care leave (Maternity or Paternity leave) is fantastic. 401K matching is great. Health insurance and other coverages are some of the best.']
5.0,"Feb 24, 2016","Current  Employee  in Reston, Virginia","[' Great health care coverage, for a good price.']"
5.0,"Feb 23, 2016","Current  Support Escalation Engineer  in Irving, Texas",[' Meets or exceeds standard large company benefits - many amenities however are only available at Main Corporate Facilities.']
5.0,"Feb 22, 2016","Current  Employee  in Chicago, Illinois",[' Great Benefits. Health insurance is amazing.']
5.0,"Feb 22, 2016","Former  Senior Software Development Engineer  in Redmond, Washington State","[' best is the number of vacation days: starts with 3 weeks as new employee and 4 weeks from your 7th year at Microsoft. And you can carry over up to one year of vacation days accrued, which is rare among employers. Its medical insurance also cover fertility treatment up to 15,000, which is also rare in the industry.']"
5.0,"Feb 22, 2016","Current  Principal Hardware Development Engineer  in Redmond, Washington State",[' Great Health and retirement benefits.']
5.0,"Feb 21, 2016","Current  Employee  in Seattle, Washington State","["" It doesn't get much better than this.... The benefits package is very comprehensive... everything from medical, to retirement savings, to time off. There are lots of little things as well... nurse hotline, fitness etc.""]"
4.0,"Feb 23, 2016","Former  Manager  in Redmond, Washington State",[' lots of great benefits particularly if you have a family with young children']
4.0,"Feb 21, 2016","Current  Employee  in Redmond, Washington State","[' Best thing about the benefits are the different aspects of the Health package such as the StayFit benefit (free Gym membership or $800/yr to spend on your own fitness equipment). Lots of resources for employees in terms of discounts, etc. Equally as amazing is the charitable benefits... whereby they match giving to charity literally better than any other company period. Giving is a HUGE part of the culture. The worst thing is that the health plan is a high deductible plan. While MSFT gives you a good amount of money into your HSA to help with that... one or two serious medical issues can put you behind quickly.']"
5.0,"Feb 20, 2016","Former  Senior Systems Engineer  in Redmond, Washington State","[' Health insurance, 401k, flexible spending account, legal aide program, education assistance, free soda and drinks any time, discount cards and many more benefits']"
5.0,"Feb 18, 2016","Former  Employee  in Redmond, Washington State",[' Great benefits; very easy to navigate. Perfect coverage for my family.']
5.0,"Feb 16, 2016","Current  Director  in Redmond, Washington State","[' Incredible breadth of benefits - not just the standard medical, dental, vision but access to Prime Purchase Discounts on a wide variety of things - everything from dinner to vacations to car purchases.']"
5.0,"Feb 15, 2016","Current  Employee  in Redmond, Washington State","[' Health insurance is great, not what it used to be, but still top notch. You know exactly how much your maximum exposure can be any given year. Three months of paternity leave as of this year. Awesome benefit']"
4.0,"Feb 21, 2016","Former  Director  in Redmond, Washington State","[' Worst: The change in the medical benefits to a package where the employees assumed a much larger portion of the cost. For employees with conditions such as diabetes that require regular intake of expensive medicines, the change added significantly to out of pocket costs. Best: Paid life insurance option. While the overall benefits package is still competitive, the change in the medical benefit was disappointing to long time employees.']"
4.0,"Feb 19, 2016","Current  Senior Consultant  in Washington, District of Columbia",[' No Sabbatical Leave for employees. Employees with more than 10 years of tenure should be able to take a paid sabbatical leave to get better in their field.']
4.0,"Feb 18, 2016","Current  .NET Architect  in Charlotte, North Carolina",[' As i am a contractor we do not have that much benefits and pays.']
4.0,"Feb 18, 2016","Current  Premier Field Engineer  in Washington, District of Columbia",[' Best thing is reimbursement for health related']
4.0,"Feb 16, 2016","Former  Software engeneer  in Redmond, Washington State",[' the best is the health insurance']
4.0,"Feb 14, 2016","Current  Employee  in Redmond, Washington State","[' Not the best I had, but very competitive. Still a way as compared to its Silicon Valley peeers.']"
5.0,"Feb 12, 2016","Former  Senior Software Engineer  in Sunnyvale, California",[' Best thing is the health insurance and a fitness allowance of 800 per year. They also have a education expense reimbursement of close to 10 grand.']
5.0,"Feb 11, 2016","Former  Business Program Manager  in Redmond, Washington State","[' Vacation is 15 days on hire, Health Cover is excellent with a large company contribution to HSA. Gym membership or equivalent allowance for Fitness related equipment/activities is an excellent benefit to have as well.']"
5.0,"Feb 11, 2016","Current  Employee  in Redmond, Washington State",[' Very employee friendly company. Benefits are quite good among the best in US. Healthcare has decreased compared to few years back.']
4.0,"Feb 13, 2016","Current  Employee  in New York, New York State",[' I miss the free health insurance. Work life balance is great.']
4.0,"Feb 11, 2016","Current  Employee  in Redmond, Washington State",[' great health envionrment but may not be pet friednly']
4.0,"Feb 10, 2016","Current  Employee  in Redmond, Washington State","[' health insurance, better 401k, and PTO.']"
3.0,"Feb 11, 2016","Former  project manager  in Redmond, Washington State",[' Health insurance options were robust']
4.0,"Feb 09, 2016","Former  Employee  in Seattle, Washington State",[' nothing much to say. its like any other company. Normal package']
2.0,"Feb 11, 2016","Current  Local content manager  in Redmond, Washington State",[' No benefit as a contractor']
3.0,"Feb 10, 2016","Current  Employee  in Cambridge, Massachusetts","[' 401K and vacation plan are decent, health care is not so good unless you are very healthy.']"
5.0,"Feb 08, 2016","Current  Employee  in Bellevue, Washington State","[' Still the best benefits for employee, almost free health care with company sponsored deductible.']"
5.0,"Feb 08, 2016","Former  Senior Consultant I  in Seattle, Washington State","[' To me, the best thing about the package was cost of medical and related benefits... I\'m paying around $12/paycheck for industry leading coverage, with disability, life for myself and my spouse, and advisory benefits (legal, medical, etc)... The plan I hired on with was WONDERFUL. Basically amounted to being ""free"", and 100% covered... That has been trimmed down, and frankly, I understand and support it from a business point of view. We are covered at 90% in most things, have a company funded HSA which for my family covered most of our needs. You can add to it if you need more, of course. Where Microsoft goes above and beyond is with the tech benefits. You get full MSDN membership, free certification tests, access to company sponsored tech conferences where you can meet power players, and learn from the industry leaders directly. The company also incentivizes you to create IP and content which creates and develops the community around many of our technologies. Finally there are discounts on Microsoft branded items, company funded fitness incentives (i.e. fitness equipment, biotrackers, gym memberships, personal trainer reimbursement, etc), company programs to keep you aware of your health as well as provide you the means to improve it, and a general effort to keep our staff very healthy. I\'ve worked for many enterprises, and Microsoft is the best I\'ve seen personally.']"
5.0,"Feb 08, 2016","Former  Employee  in Bellevue, Washington State","["" Great benefits overall. There's more hassle with health plan paperwork now that it's a high-deductible plan, but it's better coverage than I've had with other companies such as Amazon & Oracle. The StayFit benefit either pays for a gym membership or fitness equipment/passes of your choice (ski lift tickets & gear, for example).""]"
5.0,"Feb 08, 2016","Former  Employee  in Redmond, Washington State",[' Very affordable for a family']
5.0,"Feb 07, 2016","Current  Principal Program Manager Lead  in Redmond, Washington State","[' Too many benefits to list, from time off, to medical, family, fitness, adoption, etc.']"
5.0,"Feb 04, 2016","Former  Employee  in Redmond, Washington State","[' great company perks, such as, healthcare allowance.']"
4.0,"Feb 06, 2016","Former  Program Manager  in Bellevue, Washington State","[' If you can get into the Premera Personal Advisor program, you have a persistent contact at Premera that will do great research and follow up with any claims or provider related issues.']"
4.0,"Feb 05, 2016","Current  Senior Software Engineer ()  in Redmond, Washington State","[' best: 401k, vacation worst: stock price relatively stable.. so no crazy growth like in FB/Amzn']"
4.0,"Feb 04, 2016","Current  Employee  in Redmond, Washington State","[' Great benefits overall, but the health care package lags competitors.']"
4.0,"Feb 03, 2016","Former  Product Advisor  in Bridgewater, New Jersey","[' The best thing is that it is offered to part time employees. You have an option to get 401k, medical, dental, and life insurance.']"
5.0,"Feb 03, 2016","Former  Employee  in Redmond, Washington State",[' Pro Club gym is amazing!']
5.0,"Feb 02, 2016","Current  Employee  in Redmond, Washington State",[' strong benefits package with lots of perks']
5.0,"Jan 29, 2016","Current  Employee  in Redmond, Washington State","[' They increased parental leave, 401k contribution, and added 3 more official holidays recently.']"
5.0,"Jan 26, 2016","Current  Employee  in Edina, Minnesota","[' Stay Fit Reimbursement, $10K tuition reimbursement for grad school.']"
4.0,"Jan 29, 2016","Current  Employee  in Seattle, Washington State","[' Have everything - 401K, FSA, free drink']"
4.0,"Jan 30, 2016","Current  Employee  in Seattle, Washington State","[' Great vacation package and maternity/paternity leave. Worst part? Little advancement to corporate for retail employees. There is a clear and complete separation of ""blue badge"" MS employees and retail workers.']"
4.0,"Jan 30, 2016","Current  Technical Recruiter  in Redmond, Washington State",[' Microsoft takes care of their employees with fantastic benefits.']
4.0,"Jan 27, 2016","Current  Employee  in Redmond, Washington State","[' Nothing, the benefit has changed a bit but still best in industry']"
2.0,"Jan 28, 2016","Former  Employee  in Redmond, Washington State","[' They used to offer the best health benefit. Unfortunately, they changed that recently. However, I always felt appreciative that Microsoft offered benefit to people with domestic partners including people with various sexual preferences.']"
1.0,"Feb 02, 2016","Former  Employee  in Redmond, Washington State","[' nothing in particular, everything has been worse and worse over the years in this once shiny place']"
5.0,"Jan 25, 2016","Current  Employee  in Seattle, Washington State","["" Microsoft just increased it's 401K matching benefits which over doubles how much we received in the past. You get three weeks paid time off to start with and that increases every 5 years from there.""]"
5.0,"Jan 24, 2016","Current  Software Engineering  in Redmond, Washington State",[' 50% match on full contribution to 401k and ESPP limited to 15% of base pay']
5.0,"Jan 22, 2016","Current  Employee  in Guaynabo, Puerto Rico",[' Intern do not apply for this kind of benefits offered to regular employees.']
5.0,"Jan 20, 2016","Current  Data scientist  in Sunnyvale, California",[' %50 401k match up to IRS limits. Stock purchase program. 6/4 months maternity/paternity leave are some of the benefits.']
3.0,"Jan 26, 2016","Current  Manager  in San Juan, Puerto Rico",[' Good pay and benefits.']
4.0,"Jan 25, 2016","Former  Employee  in Redmond, Washington State",[' Benefits package are excellent though it is changing in the opposite direction.']
4.0,"Jan 25, 2016","Current  Employee  in Redmond, Washington State",[' Free soft drinks and coffee']
4.0,"Jan 23, 2016","Current  Program Manager  in Redmond, Washington State",[' You get a generous amount of time off. 17 days to start plus a bunch of public holidays.']
3.0,"Jan 22, 2016","Current  Employee  in Redmond, Washington State","[' Compared to most companies, Microsoft\'s benefits overall are still good, but its no longer a 5 star plan. A major reduction occurred in 2013 when the totally free/unlimited, no hassle plan transitioned to an HSP plan with confusing co-pays, annual deductibles, etc. This has made the plan to now be similar to most other major companies where you have to spend many hours working the health plan administrators to actually receive your benefits. A terrible experience and detriment to our recruiting as one of the best perks of working in the tech sector is now lost, and from my understanding, was due to the huge tax burden required by Obamacare on ""Cadillac"" health plans.']"
1.0,"Jan 25, 2016","Former  Employee  in Detroit, Michigan",[' Great benefit package if you had the time to use it. Vacations are unheard of at MSFT unless of course you are a people manager.']
5.0,"Jan 20, 2016","Current  Employee  in Redmond, Washington State",[' Continues to increase benefits to stay competitive.']
5.0,"Jan 19, 2016","Current  Employee  in Seattle, Washington State",[' Great Overall package. Excellent 401K match and great vacation time off.']
5.0,"Jan 19, 2016","Current  Employee  in Northeast, New York State","[' Excellent benefits package, they increased the 401K match to $9,000 from 2016.']"
5.0,"Jan 19, 2016","Current  Employee  in Redmond, Washington State","["" The 401k is insane. Unprecendented. In 2016 they're matching 50% of employee contributions with no maximum. IRS max is 18k, so they'll put in another 9k on top of that if we contribute the max. So cool""]"
5.0,"Jan 17, 2016","Former  Operations Engineer  in Redmond, Washington State","[' Great compensation, 401k, Gym membership, on campus food, groceries, and more.']"
5.0,"Jan 15, 2016","Former  Service Delivery Manager  in Reston, Virginia",[' Benefits are overall great. Although with recent medical benefit changes the package is not as good as it used to be.']
4.0,"Jan 20, 2016","Former  Software Engineer  in Redmond, Washington State",[' Health Plan recently moved to high deductible plan. For families it means you could have up to $4000 out of pocket if you max out everything. This was a big change from where everything was covered before and made a lot of people upset.']
4.0,"Jan 17, 2016","Current  Employee  in Boston, Massachusetts","[' 401k, gym, vacation, health insurance, sick days.']"
4.0,"Jan 17, 2016","Former  Senior Software Engineer  in Redmond, Washington State","[' Excellent health benefits, Offer gym membership (lots of options). No free food or snacks compared to other tech companies.']"
3.0,"Jan 17, 2016","Former  senior SAP Basis Administrator  in Redmond, Washington State","[' The best in the package was that they give me a bonus cash when I signed the contract, in order to relocate to Redmond.']"
5.0,"Jan 15, 2016","Current  Employee  in Redmond, Washington State",[' Great package overall! High deductible for healthcare is only negative.']
5.0,"Jan 14, 2016","Current  Employee  in Palo Alto, California","["" Health insurance is really good. For someone who is relative healthy and doesn't have any chronic problems, the HSA is great and really useful when you have that once-in-awhile injury or health issue come up.""]"
5.0,"Jan 14, 2016","Former  Employee  in Atlanta, Georgia",[' Microsoft has the best overall benefits!']
5.0,"Jan 13, 2016","Former  Senior Technical Writer  in Redmond, Washington State",[' Generous. The paid time off was so generous I sometimes felt guilty about having so much (four weeks per year after six years). Worst was the switch from the amazing gold-plated health insurance to a plan that saved MS from the ACA-imposed taxes on such plans.']
5.0,"Jan 12, 2016","Former  Employee  in Redmond, Washington State",[' Top of the line benefit package.']
5.0,"Jan 11, 2016","Current  Employee  in Redmond, Washington State",[' Best benefits in the area in my opinion. Stay fit package pays back up to $800/year of fitness related expenses.']
4.0,"Jan 14, 2016","Current  Employee  in Redmond, Washington State","[' StayFit membership, shuttle services, bus pass, health coverage and good pay.']"
3.0,"Jan 14, 2016","Former  Employee  in Redmond, Washington State",[' Deep discounts on products - benefits are the usual ones.']
4.0,"Jan 12, 2016","Former  SDEII  in Redmond, Washington State","[' Best: Health insurance is good to cover whole family, 401k match Not good: very low sign-in bonus and RSU, locking period is very long: 5 years']"
3.0,"Jan 10, 2016","Former  Project Coordinator  in Redmond, Washington State","["" ..... Vision, The health plan had to submit for medications to special place, vision benefits weren't what I expect.""]"
5.0,"Jan 10, 2016","Former  Enterprise SharePoint Technology Specialist  in Downers Grove, Illinois","[' Relatively good pay (~80th percentile), 100% paid medical and dental insurance. Excellent vacation time and superb stock awards. stock incentives']"
5.0,"Jan 09, 2016","Former  Marketing Director  in Redmond, Washington State",[' Good vacation. Health insurance is full. Paternity leave 4 weeks. Stock options factored into job offer.']
5.0,"Jan 09, 2016","Current  Senior Program Manager  in Redmond, Washington State","[' High deductible health insurance, dental, vision; 401k matching at 50%; ESPP with discount; etc.']"
5.0,"Jan 08, 2016","Current  product advisor  in Indianapolis, Indiana",[' Great benefits even if you are part-time']
5.0,"Jan 04, 2016","Current  Product Advisor  in Tampa, Florida","[' Great Benefits, 401k, stock plan, free health care']"
5.0,"Jan 04, 2016","Former  Senior Business Manager  in Redmond, Washington State",[' health insurance was free. 401K was generous. Great package of preventative health by offering $800/yr for gym memberships and fitness costs.']
4.0,"Jan 10, 2016","Current  Dirctor  in Redmond, Washington State",[' Pro Sports Club Membership; full package of health benefits']
3.0,"Jan 08, 2016","Current  Support Delivery Manager  in Redmond, Washington State","[' Best: As a returning employee my prior seniority carried forward. Worst: Low offer for base salary - unexpected from research, but understandable with flood of ""conversions"" of contingent to FTE as of Jan 2016.']"
4.0,"Jan 05, 2016","Current  Employee  in Lehi, Utah","[' 3 week vacation, 2 weeks sick, bereavement, floating, and 1 week after 6th year. 1 more week after 12th year. Sabbatical after 10 year and hitting a specific level. Several other great benefits such as discount at day cares, including amount that is paid for by Microsoft, making it 20% discount. 401K match has been increased to 50% of the whole contribution, which is great.']"
4.0,"Jan 04, 2016","Former  Employee  in Redmond, Washington State",[' Great benefits that are easy to access and manage. Worst is cut back of benefits signals disloyalty to employees.']
5.0,"Jan 04, 2016","Current  Employee  in Charlotte, North Carolina",[' Its the best compared to other companies']
5.0,"Jan 04, 2016","Current  Employee  in Seattle, Washington State","[' very good perks concerning health, insurance and quality of life. one of the best offerings in the market I think']"
5.0,"Jan 03, 2016","Former  Employee  in New York, New York State",[' Not sure about this portion as I did not get it']
5.0,"Dec 31, 2015","Former  Employee  in Redmond, Washington State","["" Microsoft's benefits is rally one of the best in the industry/market. It also has flexibility that if you are young and healthy, you can opt for a Health Savings Account, where the company pays into the HSA. You will then withdraw from said HSA for your co-pays. Any amounts that are un-used for the year, are transferable to the next year and even when you leave Microsoft. There is also a limit/cap on how much out-of-your-own pocket that you have to contribute! If you opt for the benefits package, your network choice is very comprehensive, and the coverage is extensive. I personally know of two ex-colleagues who had a brain tumor and stage 4 colon cancer respectively, who benefited from all the specialist care. Their benefits package includes a stipend for glasses too! They also pay a cash equivalent for your volunteer hours to a 501 c3 non-profit.""]"
5.0,"Dec 29, 2015","Current  Software Development Engineer II  in Redmond, Washington State",[' 401k is awesome. Working hours and work life balance can be great!']
5.0,"Dec 28, 2015","Current  SDE-2  in Seattle, Washington State","[' Great medical insurance , dental & vision']"
4.0,"Jan 04, 2016","Current  Employee  in Redmond, Washington State","["" Great benefits, with recently expanded parental leave benefits. One of the best benefits packages I've seen anywhere in the US.""]"
4.0,"Jan 01, 2016","Former  Employee  in Redmond, Washington State","[' Subsidized membership to ProClub, great medical plan although they could beef up their alternative therapy benefits a bit']"
4.0,"Dec 31, 2015","Current  Employee  in Redmond, Washington State",[' Vacation is standard with 15 days for the first 5 years you work there. They just added 2 holidays so they now offer 12 holidays (2 are floating). Healthcare benefits are pretty good and Microsoft provides a HSA account. You can either get a free annual gym membership or $800 to any gym or fitness equipment per year. Microsoft matches any charitable gifts you make.']
4.0,"Dec 30, 2015","Current  Employee  in Redmond, Washington State","[' Top notch benefits, especially for people with families. The only glaring omission is free meals.']"
5.0,"Dec 26, 2015","Current  Program Manager  in Redmond, Washington State","[' Gym membership, shuttles from/to Seattle.']"
5.0,"Dec 21, 2015","Current  Group manager  in Redmond, Washington State","["" Best: Pretty much a Cadillac plan. Won't find much better out there. Worst: Some of the newer benefits policies are geared towards early-career employees.""]"
5.0,"Dec 20, 2015","Current  Employee  in Redmond, Washington State",[' diminishing health benefits is the only negative right now']
4.0,"Dec 28, 2015","Current  Employee  in Seattle, Washington State","[' 15 days PTO for years 0-6, +5 days every 6 years to 25 days max. Nice stay fit program. Food is not free, but is subsidized. Health, vision, dental all covered']"
3.0,"Dec 26, 2015","Current  Employee  in Redmond, Washington State",[' Vacation days are very limited.']
4.0,"Dec 22, 2015","Current  Employee  in Redmond, Washington State",[' match 50% of your 401K contribution']
4.0,"Dec 21, 2015","Current  Employee  in Redmond, Washington State","[' Amazing benefits. with 50% 401k match, it got sweeter']"
4.0,"Dec 18, 2015","Former  Employee  in Bellevue, Washington State","[' Great benefits, some only apply to full time employees']"
3.0,"Dec 18, 2015","Current  Employee  in Seattle, Washington State",[' Good parental leave policy Many sick leave days Single offices No longer have the best health benefits']
1.0,"Dec 22, 2015","Former  Test Associate I  in Redmond, Washington State",[' - No benefits what so ever.']
5.0,"Dec 17, 2015","Former  Program Manager  in Redmond, Washington State","[' Health insurance is decent, but the retirement and stock options are fantastic.']"
5.0,"Dec 16, 2015","Current  Employee  in Chicago, Illinois",[' The fitness reimbursement is one of the best benefits. $800/year of fitness expenses are reimbursable. The list of what is covered is quite extensive.']
5.0,"Dec 16, 2015","Current  Employee  in Seattle, Washington State",[' Microsoft offers great health benefits and also offers on campus health clinic with slightly cheaper cost. Also great 401K match.']
5.0,"Dec 14, 2015","Current  Employee  in Redmond, Washington State",[' Health Insurance and parental leave']
5.0,"Dec 12, 2015","Current  Employee  in Philadelphia, Pennsylvania","[' great healthcare coverage although slightly less strong in recent years as they moved to a high deductible plan, great fitness reimburse. Increasing 401K match in 2016']"
